Id	Name	Kind	Camp	Series	Treasure	HeadImage	ClientOnly	CorpseIdx	RedLum	GreenLum	BlueLum	NpcResType	ArmorType	HelmType	WeaponType	HorseType	RideHorse	StandFrame	StandFrame1	DeathFrame	WalkFrame	RunFrame	HurtFrame	Skill1	Level1	Skill2	Level2	Skill3	Level3	Skill4	Level4	ActionScript	LevelScript	ExpParam	LifeParam	LifeReplenish	ARParam	DefenseParam	MinDamageParam	MaxDamageParam	WalkSpeed	RunSpeed	AttackSpeed	CastSpeed	VisionRadius	HitRecover	ActiveRadius	AIMode	AIParam1	AIParam2	AIParam3	AIParam4	AIParam5	AIParam6	AIParam7	AIParam8	AIParam9	FireResist	ColdResist	LightResist	PoisonResist	PhysicsResist	FireResistMax	ColdResistMax	LightResistMax	PoisonResistMax	PhysicsResistMax	ReviveFrame	Stature	DropRateFile	AIMaxTime
821	Tam Tu Vuong	0	5	3	1			257				boss029	0	0	0	0	0	37	38	20	11	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\standard.lua	100	100	0|1000	100	100	100	100	12	12	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|75	0|75	0|75	0|75	0|75	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
822	Tu Tu Vuong	0	5	4	1			257				boss029	0	0	0	0	0	37	38	20	11	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\standard.lua	100	100	0|1000	100	100	100	100	12	12	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|75	0|75	0|75	0|75	0|75	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
823	Ngu Tu Vuong	0	5	0	1			257				boss029	0	0	0	0	0	37	38	20	11	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\standard.lua	100	100	0|1000	100	100	100	100	12	12	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|75	0|75	0|75	0|75	0|75	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
824	Luc Tu Vuong	0	5	3	1			257				boss029	0	0	0	0	0	37	38	20	11	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\standard.lua	100	100	0|1000	100	100	100	100	12	12	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|75	0|75	0|75	0|75	0|75	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
825	That Tu Vuong	0	5	3	1			257				boss029	0	0	0	0	0	37	38	20	11	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\standard.lua	100	100	0|1000	100	100	100	100	12	12	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|75	0|75	0|75	0|75	0|75	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
826	Bat Tu Vuong	0	5	2	1			257				boss029	0	0	0	0	0	37	38	20	11	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\standard.lua	100	100	0|1000	100	100	100	100	12	12	25	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|75	0|75	0|75	0|75	0|75	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
827	Cuu Tu Vuong	0	5	2	1			257				boss029	0	0	0	0	0	37	38	20	11	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\standard.lua	100	100	0|1000	100	100	100	100	30	30	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|75	0|75	0|75	0|75	0|75	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
828	Thap Tu Vuong	0	5	1	1			257				boss029	0	0	0	0	0	37	38	20	11	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\standard.lua	100	100	0|2000	100	100	100	100	12	12	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|75	0|75	0|75	0|75	0|75	75	75	75	75	75	180	100	\settings\droprate\quai10x.ini	10
829	Nhat Ho Phap Vuong	0	5	1	1			257				boss030	0	0	0	0	0	37	38	20	11	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\standard.lua	100	100	0|2000	100	100	100	100	12	12	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|80	0|80	0|80	0|80	0|80	80	80	80	80	80	180	100	\settings\droprate\quai10x.ini	10
830	Nhi Ho Phap Vuong	0	5	1	1			257				boss032	0	0	0	0	0	37	38	20	11	10	10	53	1|0.2	53	1|0.2	53	1|0.2	53	1|0.2		\script\npclevelscript\standard.lua	100	100	0|2000	100	100	100	100	12	12	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|80	0|80	0|80	0|80	0|80	80	80	80	80	80	180	100	\settings\droprate\quai10x.ini	10
831	Gac Cong Tang Kiem	3	6	0	1			146				enemy208	0	0	0	0	0	38	38															100											400	10	700																					180	100		10
832	kkkkkkk	3	6	0	1							passerby201	0	0	0	0	0	40	40															100												10																						180	100		10
833	Tong Quan Nhu	3	6	0	1							enemy026	0	0	0	0	0	40	40															100												10																						180	100		10
834	Kim Quan Nhu	3	6	0	1							enemy028	0	0	0	0	0	40	40															100												10																						180	100		10
835	Tong Quan Quan	3	6	0	1							enemy021	0	0	0	0	0	40	40															100												10																						180	100		10
836	Kim Quan Quan	3	6	0	1							enemy023	0	0	0	0	0	40	40															100												10																						180	100		10
837	Ruong Chua Do	3	6	0	1			221				passerby202	0	0	0	0	0	36	33															100											400	10	700																					180	100		10
838	Ruong Chua Do	3	6	0	1			221				passerby202	0	0	0	0	0	36	33															100											400	10	700																					180	100		10
839	Nam Tong Binh	0	1	3	1			135				enemy034	0	0	0	0	0	25	31	30	10	24	12	53	0|47	53	0|47	53	0|47	53	0|47		\script\npclevelscript\soldier1.lua	100	100	0|10	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0	0	0	0	0	180	100		10
840	Kim Quoc Binh	0	2	3	1			137				enemy031	0	0	0	0	0	24	28	31	10	26	12	53	0|47	53	0|47	53	0|47	53	0|47		\script\npclevelscript\soldier1.lua	100	100	0|10	100	100	100	100	6	6	12	12	800	10	1000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0	0	0	0	0	180	100		10
841	Nam Tong Hieu Uy	0	1	2	1			135				enemy026	0	0	0	0	0	25	31	30	10	24	12	53	0|47	53	0|47	53	0|47	53	0|47		\script\npclevelscript\soldier2.lua	100	100	0|10	100	100	100	100	6	6	12	12	800	10	1000	7	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0	0	0	0	0	180	100		10
842	Kim Quoc Hieu Uy	0	2	1	1			137				enemy028	0	0	0	0	0	24	28	31	10	26	12	53	0|47	53	0|47	53	0|47	53	0|47		\script\npclevelscript\soldier2.lua	100	100	0|10	100	100	100	100	6	6	12	12	800	10	1000	7	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0	0	0	0	0	180	100		10
843	Nam Tong Thong Linh	0	1	4	1			135				enemy029	0	0	0	0	0	25	31	30	10	24	12	53	0|47	53	0|47	53	0|47	53	0|47		\script\npclevelscript\soldier3.lua	100	100	0|10	100	100	100	100	6	6	12	12	800	10	1000	7	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0	0	0	0	0	180	100		10
844	Kim Quoc Thong Linh	0	2	4	1			137				enemy036	0	0	0	0	0	24	28	31	10	26	12	53	0|47	53	0|47	53	0|47	53	0|47		\script\npclevelscript\soldier3.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	7	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0	0	0	0	0	180	100		10
845	Nam Tong Pho Tuong	0	1	2	1			135				enemy021	0	0	0	0	0	25	31	30	10	24	12	53	0|47	53	0|47	53	0|47	53	0|47		\script\npclevelscript\soldier4.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	7	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0	0	0	0	0	180	100		10
846	Kim Quoc Pho Tuong	0	2	1	1			137				enemy006	0	0	0	0	0	24	28	31	10	26	12	53	0|47	53	0|47	53	0|47	53	0|47		\script\npclevelscript\soldier4.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	7	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0	0	0	0	0	180	100		10
847	Nam Tong Dai Tuong	0	1	0	1			135				enemy204	0	0	0	0	0	25	31	30	10	24	12	53	0|47	53	0|47	53	0|47	53	0|47		\script\npclevelscript\soldier5.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	7	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0	0	0	0	0	180	100		10
848	Kim Quoc Dai Tuong	0	2	1	1			137				enemy206	0	0	0	0	0	24	28	31	10	26	12	53	0|47	53	0|47	53	0|47	53	0|47		\script\npclevelscript\soldier5.lua	100	100	0|100	100	100	100	100	6	6	12	12	800	10	1000	7	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0	0	0	0	0	180	100		10
849	Nam Tong Nguyen Soai	0	1	3	1			135				boss012	0	0	0	0	0	25	31	30	10	24	12	53	0|47	53	0|47	53	0|47	53	0|47		\script\npclevelscript\soldier6.lua	100	100	0|5000	100	100	100	100	6	6	12	12	800	10	1000	7	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0	0	0	0	0	180	100		10
850	Kim Quoc Nguyen Soai	0	2	3	1			137				boss015	0	0	0	0	0	24	28	31	10	26	12	53	0|47	53	0|47	53	0|47	53	0|47		\script\npclevelscript\soldier6.lua	100	100	0|5000	100	100	100	100	6	6	12	12	800	10	1000	7	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0	0	0	0	0	180	100		10
851	Dai Tuong Thu Thanh	0	1	3	1			137				boss069	0	0	0	0	0	24	28	31	10	26	12	53	0|49	53	0|49	53	0|49	53	0|49		\script\npclevelscript\standard.lua	100	100	0|10000	100	100	100	100	6	6	12	12	800	10	1000	7	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|0	0|0	0	0	0	0	0	180	100		10
852	Giang Nhat Tieu	3	6	0	1							boss046	0	0	0	0	0	8	40															100											400	10	700																					180	100		10
853	Thien Ung	0	5	4	1			48				ani042	0	0	0	0	0	28	28	31	8	14	14	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|0.05	100	100	100	100	6	6	25	25	400	10	700	1	60	30	60	40	60	10	0	0	10	0|0.5	0|0.6	0|0.5	0|0	0|0.5	75	90	75	60	75	180	100	\settings\droprate\quai10x.ini	10
854	Luc Xa	0	5	4	1			48				ani038	0	0	0	0	0	28	28	31	8	14	14	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|0.05	100	100	100	100	6	6	25	25	400	10	700	1	60	30	60	40	60	10	0	0	10	0|0.5	0|0.6	0|0.5	0|0	0|0.5	75	90	75	60	75	180	100	\settings\droprate\quai10x.ini	10
855	Bach Tuong	0	5	4	1			48				ani021	0	0	0	0	0	28	28	31	8	14	14	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|0.05	100	100	100	100	6	6	25	25	400	10	700	1	60	30	60	40	60	10	0	0	10	0|0.5	0|0.6	0|0.5	0|0	0|0.5	75	90	75	60	75	180	100	\settings\droprate\quai10x.ini	10
856	Ki Lan	0	5	4	1			48				enemy224	0	0	0	0	0	28	28	31	8	14	14	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|0.05	100	100	100	100	6	6	25	25	400	10	700	1	60	30	60	40	60	10	0	0	10	0|0.5	0|0.6	0|0.5	0|0	0|0.5	75	90	75	60	75	180	100	\settings\droprate\quai10x.ini	10
857	Sat Thu Ac Nhan	3	6	0	1							enemy135	0	0	0	0	0	8	40															100											400	10	700																					180	100		10
858	Tam Ho Phap Vuong	0	5	1	1			257				boss031	0	0	0	0	0	37	38	20	11	10	10	53	0|50	53	0|50	53	0|50	53	0|50		\script\npclevelscript\standard.lua	100	100	0|2000	100	100	100	100	20	20	25	25	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|80	0|80	0|80	0|80	0|80	80	80	80	80	80	180	100	\settings\droprate\quai10x.ini	10
859	Cuu Vuong Ton	0	5	1	1			257				boss053	0	0	0	0	0	37	38	20	11	10	10	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|10000	100	100	100	100	20	20	25	25	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|100	0|100	0|100	0|100	0|100	100	100	100	100	100	180	100	\settings\droprate\quai10x.ini	10
860	Boss CS [Moc]	0	5	1	1			257				enemy093	0	0	0	0	0	37	38	20	11	10	10	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\bosschuyensinh.lua	100	100	0|100	100	100	100	100	20	20	25	25	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|50	0|50	0|50	0|50	0|50	50	50	50	50	50	180	100	\settings\droprate\quai10x.ini	10
861	Boss CS [Kim]	0	5	0	1			257				enemy093	0	0	0	0	0	37	38	20	11	10	10	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\bosschuyensinh.lua	100	100	0|100	100	100	100	100	20	20	25	25	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|50	0|50	0|50	0|50	0|50	50	50	50	50	50	180	100	\settings\droprate\quai10x.ini	10
862	Boss CS [Hoa]	0	5	3	1			257				enemy093	0	0	0	0	0	37	38	20	11	10	10	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\bosschuyensinh.lua	100	100	0|100	100	100	100	100	20	20	25	25	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|50	0|50	0|50	0|50	0|50	50	50	50	50	50	180	100	\settings\droprate\quai10x.ini	10
863	Boss CS [Thuy]	0	5	2	1			257				enemy093	0	0	0	0	0	37	38	20	11	10	10	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\bosschuyensinh.lua	100	100	0|100	100	100	100	100	20	20	25	25	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|50	0|50	0|50	0|50	0|50	50	50	50	50	50	180	100	\settings\droprate\quai10x.ini	10
864	Boss CS [Tho]	0	5	4	1			257				enemy093	0	0	0	0	0	37	38	20	11	10	10	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\bosschuyensinh.lua	100	100	0|100	100	100	100	100	20	20	25	25	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|50	0|50	0|50	0|50	0|50	50	50	50	50	50	180	100	\settings\droprate\quai10x.ini	10
865	Bach Ho	0	5	4	1			48				ani003	0	0	0	0	0	28	28	31	8	14	14	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|0.05	100	100	100	100	20	20	25	25	400	10	700	1	60	30	60	40	60	10	0	0	10	0|0.5	0|0.6	0|0.5	0|0	0|0.5	75	90	75	60	75	180	100	\settings\droprate\quai10x.ini	10
866	Nhen Doc	0	5	1	1			257				ani066	0	0	0	0	0	37	38	20	11	10	10	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|100	100	100	100	100	30	30	102	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|50	0|50	0|50	0|50	0|50	50	50	50	50	50	180	100	\settings\droprate\quai10x.ini	10
867	Quai CS [Kim]	0	5	0	1			253				enemy105	0	0	0	0	0	37	38	20	11	10	10	53	0|30	53	0|30	53	0|30	53	0|30		\script\npclevelscript\npcchuyensinh.lua	100	100	0|1000	100	100	100	100	15	15	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
868	Quai CS [Moc]	0	5	1	1			253				enemy107	0	0	0	0	0	37	38	20	11	10	10	53	0|30	53	0|30	53	0|30	53	0|30		\script\npclevelscript\npcchuyensinh.lua	100	100	0|1000	100	100	100	100	15	15	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
869	Quai CS [Thuy]	0	5	2	1			253				enemy106	0	0	0	0	0	37	38	20	11	10	10	53	0|30	53	0|30	53	0|30	53	0|30		\script\npclevelscript\npcchuyensinh.lua	100	100	0|1000	100	100	100	100	15	15	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
870	Quai CS [Hoa]	0	5	3	1			253				enemy108	0	0	0	0	0	37	38	20	11	10	10	53	0|30	53	0|30	53	0|30	53	0|30		\script\npclevelscript\npcchuyensinh.lua	100	100	0|1000	100	100	100	100	15	15	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
871	Quai CS [Tho]	0	5	4	1			253				enemy104	0	0	0	0	0	37	38	20	11	10	10	53	0|30	53	0|30	53	0|30	53	0|30		\script\npclevelscript\npcchuyensinh.lua	100	100	0|1000	100	100	100	100	15	15	12	12	1800	10	2000	1	50	25	25	25	25	30	50	0	0	0|0	0|0	0|0	0|100	0|0	0	0	0	95	0	180	100	\settings\droprate\quai10x.ini	10
872	Long Ngu	3	6	0	1							enemy199	0	0	0	0	0	8	40																										400		700																					180	100		10
873	Vo Lam Truyen Nhan	3	6	0	1							passerby092	0	0	0	0	0	8	40																										400		700																					180	100		10
874	Trinh Khac San	0	5	2	1			252				enemy143	0	0	0	0	0	36	48	28	11	19	14	53	0|10	53	1|0	53	1|0	53	1|0		\script\npclevelscript\standard.lua	100	100	0|0.05	100	100	100	100	6	6	25	25	400	10	700	1	30	40	60	80	60	0	0	0	20	0|0.6	0|0.5	0|0	0|0.5	0|0.5	90	75	60	75	75	180	100		10
875	kkkkkk	3	6	0	1							passerby201	0	0	0	0	0	40	40															100												10																						180	100		10
876	Co Thanh Duong	0	5	1	1			216				enemy107	0	0	0	0	0	32	32					53	1|0	53	0|15	53	1|0	53	0|15		\script\npclevelscript\satthu.lua	100	100	0|100	100	100	100	100	12	12	12	12	800	10	1000	1	80	25	25	25	25	25	25	20	50	0|0.3	0|0.3	0|0.3	0|0.3	0|0.3	95	95	95	95	95	180	100	\settings\droprate\satthu.ini	10
877	Quan Thien Van	0	5	2	1			190				enemy081	0	0	0	0	0	35	28					53	1|0	53	0|15	53	1|0	53	0|15		\script\npclevelscript\satthu.lua	100	100	0|101	100	100	100	100	12	12	12	12	800	10	1000	1	80	25	25	25	25	25	25	20	50	0|0.3	0|0.3	0|0.3	0|0.3	0|0.3	95	95	95	95	95	180	100	\settings\droprate\satthu.ini	10
878	Ha Thieu Hung	0	5	3	1			218				enemy109	0	0	0	0	0	30	35					53	1|0	53	0|15	53	1|0	53	0|15		\script\npclevelscript\satthu.lua	100	100	0|102	100	100	100	100	12	12	12	12	800	10	1000	1	80	25	25	25	25	25	25	20	50	0|0.3	0|0.3	0|0.3	0|0.3	0|0.3	95	95	95	95	95	180	100	\settings\droprate\satthu.ini	10
879	To Co Ngam	0	5	0	1			216				enemy107	0	0	0	0	0	32	32					53	1|0	53	0|15	53	1|0	53	0|15		\script\npclevelscript\satthu.lua	100	100	0|103	100	100	100	100	12	12	12	12	800	10	1000	1	80	25	25	25	25	25	25	20	50	0|0.3	0|0.3	0|0.3	0|0.3	0|0.3	95	95	95	95	95	180	100	\settings\droprate\satthu.ini	10
880	Ho Nhat Lang	0	5	1	1			190				enemy081	0	0	0	0	0	35	28					53	1|0	53	0|15	53	1|0	53	0|15		\script\npclevelscript\satthu.lua	100	100	0|104	100	100	100	100	12	12	12	12	800	10	1000	1	80	25	25	25	25	25	25	20	50	0|0.3	0|0.3	0|0.3	0|0.3	0|0.3	95	95	95	95	95	180	100	\settings\droprate\satthu.ini	10
881	Hoang Van Kiep	0	5	2	1			218				enemy109	0	0	0	0	0	30	35					53	1|0	53	0|15	53	1|0	53	0|15		\script\npclevelscript\satthu.lua	100	100	0|105	100	100	100	100	12	12	12	12	800	10	1000	1	80	25	25	25	25	25	25	20	50	0|0.3	0|0.3	0|0.3	0|0.3	0|0.3	95	95	95	95	95	180	100	\settings\droprate\satthu.ini	10
882	Giang Tram Nhan 	0	5	3	1			235				enemy126	0	0	0	0	0	36	27	36	10	19	13	53	1|0	53	0|15	53	1|0	53	0|15		\script\npclevelscript\satthu.lua	100	100	0|106	100	100	100	100	12	12	12	12	800	10	1000	1	80	25	25	25	25	25	25	20	50	0|0.3	0|0.3	0|0.3	0|0.3	0|0.3	95	95	95	95	95	180	100	\settings\droprate\satthu.ini	10
883	Canh Dung Phuc	0	5	4	1			216				enemy107	0	0	0	0	0	32	32					53	1|0	53	0|15	53	1|0	53	0|15		\script\npclevelscript\satthu.lua	100	100	0|107	100	100	100	100	12	12	12	12	800	10	1000	1	80	25	25	25	25	25	25	20	50	0|0.3	0|0.3	0|0.3	0|0.3	0|0.3	95	95	95	95	95	180	100	\settings\droprate\satthu.ini	10
884	Khuong Tu Dao	0	5	0	1			190				enemy081	0	0	0	0	0	35	28					53	1|0	53	0|15	53	1|0	53	0|15		\script\npclevelscript\satthu.lua	100	100	0|108	100	100	100	100	12	12	12	12	800	10	1000	1	80	25	25	25	25	25	25	20	50	0|0.3	0|0.3	0|0.3	0|0.3	0|0.3	95	95	95	95	95	180	100	\settings\droprate\satthu.ini	10
885	Khong Dong Nhan	0	5	1	1			218				enemy109	0	0	0	0	0	30	35					53	1|0	53	0|15	53	1|0	53	0|15		\script\npclevelscript\satthu.lua	100	100	0|109	100	100	100	100	12	12	12	12	800	10	1000	1	80	25	25	25	25	25	25	20	50	0|0.3	0|0.3	0|0.3	0|0.3	0|0.3	95	95	95	95	95	180	100	\settings\droprate\satthu.ini	10
886	Lang Tan Trung	0	5	2	1			235				enemy126	0	0	0	0	0	36	27	36	10	19	13	53	1|0	53	0|15	53	1|0	53	0|15		\script\npclevelscript\satthu.lua	100	100	0|110	100	100	100	100	12	12	12	12	800	10	1000	1	80	25	25	25	25	25	25	20	50	0|0.3	0|0.3	0|0.3	0|0.3	0|0.3	95	95	95	95	95	180	100	\settings\droprate\satthu.ini	10
887	Diep Duc Anh	0	5	3	1			198				enemy089	0	0	0	0	0	40	39	33	12	24	15	53	1|0	53	0|15	53	1|0	53	0|15		\script\npclevelscript\satthu.lua	100	100	0|111	100	100	100	100	12	12	12	12	800	10	1000	1	80	25	25	25	25	25	25	20	50	0|0.3	0|0.3	0|0.3	0|0.3	0|0.3	95	95	95	95	95	180	100	\settings\droprate\satthu.ini	10
888	Lac Nhi Kim	0	5	4	1			216				enemy107	0	0	0	0	0	32	32					53	1|0	53	0|15	53	1|0	53	0|15		\script\npclevelscript\satthu.lua	100	100	0|112	100	100	100	100	12	12	12	12	800	10	1000	1	80	25	25	25	25	25	25	20	50	0|0.3	0|0.3	0|0.3	0|0.3	0|0.3	95	95	95	95	95	180	100	\settings\droprate\satthu.ini	10
889	Mac Nam Truc	0	5	0	1			190				enemy081	0	0	0	0	0	35	28					53	1|0	53	0|15	53	1|0	53	0|15		\script\npclevelscript\satthu.lua	100	100	0|113	100	100	100	100	12	12	12	12	800	10	1000	1	80	25	25	25	25	25	25	20	50	0|0.3	0|0.3	0|0.3	0|0.3	0|0.3	95	95	95	95	95	180	100	\settings\droprate\satthu.ini	10
890	Tan Tu Du	0	5	1	1			218				enemy109	0	0	0	0	0	30	35					53	1|0	53	0|15	53	1|0	53	0|15		\script\npclevelscript\satthu.lua	100	100	0|114	100	100	100	100	12	12	12	12	800	10	1000	1	80	25	25	25	25	25	25	20	50	0|0.3	0|0.3	0|0.3	0|0.3	0|0.3	95	95	95	95	95	180	100	\settings\droprate\satthu.ini	10
891	Co Vo Thuong	0	5	2	1			235				enemy126	0	0	0	0	0	36	27	36	10	19	13	53	1|0	53	0|15	53	1|0	53	0|15		\script\npclevelscript\satthu.lua	100	100	0|115	100	100	100	100	12	12	12	12	800	10	1000	1	80	25	25	25	25	25	25	20	50	0|0.3	0|0.3	0|0.3	0|0.3	0|0.3	95	95	95	95	95	180	100	\settings\droprate\satthu.ini	10
892	Lieu Tu Gia	0	5	3	1			198				enemy089	0	0	0	0	0	40	39	33	12	24	15	53	1|0	53	0|15	53	1|0	53	0|15		\script\npclevelscript\satthu.lua	100	100	0|116	100	100	100	100	12	12	12	12	800	10	1000	1	80	25	25	25	25	25	25	20	50	0|0.3	0|0.3	0|0.3	0|0.3	0|0.3	95	95	95	95	95	180	100	\settings\droprate\satthu.ini	10
893	Thi Dai Thieu	0	5	4	1			179				enemy070	0	0	0	0	0	26	31					53	1|0	53	0|15	53	1|0	53	0|15		\script\npclevelscript\satthu.lua	100	100	0|117	100	100	100	100	12	12	12	12	800	10	1000	1	80	25	25	25	25	25	25	20	50	0|0.3	0|0.3	0|0.3	0|0.3	0|0.3	95	95	95	95	95	180	100	\settings\droprate\satthu.ini	10
894	Ton Van Buu 	0	5	0	1			216				enemy107	0	0	0	0	0	32	32					53	1|0	53	0|15	53	1|0	53	0|15		\script\npclevelscript\satthu.lua	100	100	0|118	100	100	100	100	12	12	12	12	800	10	1000	1	80	25	25	25	25	25	25	20	50	0|0.3	0|0.3	0|0.3	0|0.3	0|0.3	95	95	95	95	95	180	100	\settings\droprate\satthu.ini	10
895	Dong Bat Phuc	0	5	1	1			190				enemy081	0	0	0	0	0	35	28					53	1|0	53	0|15	53	1|0	53	0|15		\script\npclevelscript\satthu.lua	100	100	0|119	100	100	100	100	12	12	12	12	800	10	1000	1	80	25	25	25	25	25	25	20	50	0|0.3	0|0.3	0|0.3	0|0.3	0|0.3	95	95	95	95	95	180	100	\settings\droprate\satthu.ini	10
896	Duong Bac Van	0	5	2	1			218				enemy109	0	0	0	0	0	30	35					53	1|0	53	0|15	53	1|0	53	0|15		\script\npclevelscript\satthu.lua	100	100	0|120	100	100	100	100	12	12	12	12	800	10	1000	1	80	25	25	25	25	25	25	20	50	0|0.3	0|0.3	0|0.3	0|0.3	0|0.3	95	95	95	95	95	180	100	\settings\droprate\satthu.ini	10
897	Dao Dao Chu 	0	5	3	1			235				enemy126	0	0	0	0	0	36	27	36	10	19	13	53	1|0	53	0|15	53	1|0	53	0|15		\script\npclevelscript\satthu.lua	100	100	0|121	100	100	100	100	12	12	12	12	800	10	1000	1	80	25	25	25	25	25	25	20	50	0|0.3	0|0.3	0|0.3	0|0.3	0|0.3	95	95	95	95	95	180	100	\settings\droprate\satthu.ini	10
898	Dien Vo Dao	0	5	4	1			198				enemy089	0	0	0	0	0	40	39	33	12	24	15	53	1|0	53	0|15	53	1|0	53	0|15		\script\npclevelscript\satthu.lua	100	100	0|122	100	100	100	100	12	12	12	12	800	10	1000	1	80	25	25	25	25	25	25	20	50	0|0.3	0|0.3	0|0.3	0|0.3	0|0.3	95	95	95	95	95	180	100	\settings\droprate\satthu.ini	10
899	Vien Niem Tich	0	5	0	1			179				enemy070	0	0	0	0	0	26	31					53	1|0	53	0|15	53	1|0	53	0|15		\script\npclevelscript\satthu.lua	100	100	0|123	100	100	100	100	12	12	12	12	800	10	1000	1	80	25	25	25	25	25	25	20	50	0|0.3	0|0.3	0|0.3	0|0.3	0|0.3	95	95	95	95	95	180	100	\settings\droprate\satthu.ini	10
